condition,prompt_id,beta_ratio,intervened_layers,attention_layer,attention_entropy
baseline,p021,1.0,all,1,0.19578129053115845
baseline,p021,1.0,all,2,0.19890934228897095
baseline,p021,1.0,all,3,0.2688900828361511
baseline,p021,1.0,all,4,0.3157864212989807
baseline,p021,1.0,all,5,0.3386097848415375
baseline,p021,1.0,all,6,0.3904501497745514
baseline,p021,1.0,all,7,0.442448228597641
baseline,p021,1.0,all,8,0.38526272773742676
baseline,p021,1.0,all,9,0.3979772925376892
baseline,p021,1.0,all,10,0.31750044226646423
baseline,p021,1.0,all,11,0.27553555369377136
baseline,p021,1.0,all,12,0.24356985092163086
baseline,p021,1.0,all,13,0.22766029834747314
baseline,p021,1.0,all,14,0.2916622757911682
baseline,p021,1.0,all,15,0.2853814661502838
baseline,p022,1.0,all,0,0.440885990858078
baseline,p022,1.0,all,1,0.19672510027885437
baseline,p022,1.0,all,2,0.19594663381576538
baseline,p022,1.0,all,3,0.27418920397758484
baseline,p022,1.0,all,4,0.3191623091697693
baseline,p022,1.0,all,5,0.33608338236808777
baseline,p022,1.0,all,6,0.38711783289909363
baseline,p022,1.0,all,7,0.4398925304412842
baseline,p022,1.0,all,8,0.37688589096069336
baseline,p022,1.0,all,9,0.3899734914302826
baseline,p022,1.0,all,10,0.3047177791595459
baseline,p022,1.0,all,11,0.2685571014881134
baseline,p022,1.0,all,12,0.24110129475593567
baseline,p022,1.0,all,13,0.21797816455364227
baseline,p022,1.0,all,14,0.277770459651947
baseline,p022,1.0,all,15,0.2799016833305359
baseline,p023,1.0,all,0,0.4449494779109955
baseline,p023,1.0,all,1,0.19758906960487366
baseline,p023,1.0,all,2,0.20303888618946075
baseline,p023,1.0,all,3,0.26947566866874695
baseline,p023,1.0,all,4,0.314696341753006
baseline,p023,1.0,all,5,0.33915039896965027
baseline,p023,1.0,all,6,0.39448603987693787
baseline,p023,1.0,all,7,0.4502638876438141
baseline,p023,1.0,all,8,0.3917970061302185
baseline,p023,1.0,all,9,0.39593565464019775
baseline,p023,1.0,all,10,0.30850616097450256
baseline,p023,1.0,all,11,0.27807003259658813
baseline,p023,1.0,all,12,0.24141506850719452
baseline,p023,1.0,all,13,0.22448481619358063
baseline,p023,1.0,all,14,0.29073572158813477
baseline,p023,1.0,all,15,0.28805744647979736
layer_0,p000,0.35,0,0,0.7655563950538635
layer_0,p000,0.35,0,1,0.24788211286067963
layer_0,p000,0.35,0,2,0.19619311392307281
layer_0,p000,0.35,0,3,0.2650340497493744
layer_0,p000,0.35,0,4,0.31941285729408264
layer_0,p000,0.35,0,5,0.33487266302108765
layer_0,p000,0.35,0,6,0.3893779218196869
layer_0,p000,0.35,0,7,0.44646313786506653
layer_0,p000,0.35,0,8,0.3980479836463928
layer_0,p000,0.35,0,9,0.39490437507629395
layer_0,p000,0.35,0,10,0.31058409810066223
layer_0,p000,0.35,0,11,0.271087110042572
layer_0,p000,0.35,0,12,0.2518349289894104
layer_0,p000,0.35,0,13,0.2308962643146515
layer_0,p000,0.35,0,14,0.29370108246803284
layer_0,p000,0.35,0,15,0.2836693823337555
layer_0,p001,0.35,0,0,0.7652883529663086
layer_0,p001,0.35,0,1,0.2515866756439209
layer_0,p001,0.35,0,2,0.20258156955242157
layer_0,p001,0.35,0,3,0.2743590176105499
layer_0,p001,0.35,0,4,0.3203490078449249
layer_0,p001,0.35,0,5,0.3320827782154083
layer_0,p001,0.35,0,6,0.3874133825302124
layer_0,p001,0.35,0,7,0.45133504271507263
layer_0,p001,0.35,0,8,0.3936294615268707
layer_0,p001,0.35,0,9,0.40107619762420654
layer_0,p001,0.35,0,10,0.31412455439567566
layer_0,p001,0.35,0,11,0.2785472869873047
layer_0,p001,0.35,0,12,0.24936319887638092
layer_0,p001,0.35,0,13,0.2274712324142456
layer_0,p001,0.35,0,14,0.2887551188468933
layer_0,p001,0.35,0,15,0.27891528606414795
layer_0,p002,0.35,0,0,0.7653700113296509
layer_0,p002,0.35,0,1,0.2415907084941864
layer_0,p002,0.35,0,2,0.20651838183403015
layer_0,p002,0.35,0,3,0.2615971267223358
layer_0,p002,0.35,0,4,0.31707486510276794
layer_0,p002,0.35,0,5,0.3243536055088043
layer_0,p002,0.35,0,6,0.3823593556880951
layer_0,p002,0.35,0,7,0.44011354446411133
layer_0,p002,0.35,0,8,0.38707563281059265
layer_0,p002,0.35,0,9,0.3955792486667633
layer_0,p002,0.35,0,10,0.31314021348953247
layer_0,p002,0.35,0,11,0.2733217477798462
layer_0,p002,0.35,0,12,0.2456536442041397
layer_0,p002,0.35,0,13,0.22666805982589722
layer_0,p002,0.35,0,14,0.2777861952781677
layer_0,p002,0.35,0,15,0.2721918225288391
layer_0,p003,0.35,0,0,0.7665424942970276
layer_0,p003,0.35,0,1,0.25147008895874023
layer_0,p003,0.35,0,2,0.20093047618865967
layer_0,p003,0.35,0,3,0.2672649025917053
layer_0,p003,0.35,0,4,0.32226893305778503
layer_0,p003,0.35,0,5,0.3316311240196228
layer_0,p003,0.35,0,6,0.39403754472732544
layer_0,p003,0.35,0,7,0.4464603662490845
layer_0,p003,0.35,0,8,0.39598938822746277
layer_0,p003,0.35,0,9,0.40854325890541077
layer_0,p003,0.35,0,10,0.32225891947746277
layer_0,p003,0.35,0,11,0.28060370683670044
layer_0,p003,0.35,0,12,0.25221914052963257
layer_0,p003,0.35,0,13,0.2344379723072052
layer_0,p003,0.35,0,14,0.30396366119384766
layer_0,p003,0.35,0,15,0.28845328092575073
layer_0,p004,0.35,0,0,0.7676238417625427
layer_0,p004,0.35,0,1,0.24524499475955963
layer_0,p004,0.35,0,2,0.20096935331821442
layer_0,p004,0.35,0,3,0.25963518023490906
layer_0,p004,0.35,0,4,0.3187103867530823
layer_0,p004,0.35,0,5,0.3316488265991211
layer_0,p004,0.35,0,6,0.3916128873825073
layer_0,p004,0.35,0,7,0.4460951089859009
layer_0,p004,0.35,0,8,0.3944852352142334
layer_0,p004,0.35,0,9,0.39865025877952576
layer_0,p004,0.35,0,10,0.30988582968711853
layer_0,p004,0.35,0,11,0.27940842509269714
layer_0,p004,0.35,0,12,0.2491648644208908
layer_0,p004,0.35,0,13,0.22769170999526978
layer_0,p004,0.35,0,14,0.29085293412208557
layer_0,p004,0.35,0,15,0.28406205773353577
layer_0,p005,0.35,0,0,0.7662971019744873
layer_0,p005,0.35,0,1,0.25555258989334106
layer_0,p005,0.35,0,2,0.20820438861846924
layer_0,p005,0.35,0,3,0.2724839448928833
layer_0,p005,0.35,0,4,0.3183974623680115
layer_0,p005,0.35,0,5,0.33511462807655334
layer_0,p005,0.35,0,6,0.388958215713501
layer_0,p005,0.35,0,7,0.44847264885902405
layer_0,p005,0.35,0,8,0.3956972360610962
layer_0,p005,0.35,0,9,0.4037807583808899
layer_0,p005,0.35,0,10,0.32019707560539246
layer_0,p005,0.35,0,11,0.2825508117675781
layer_0,p005,0.35,0,12,0.25141656398773193
layer_0,p005,0.35,0,13,0.23233816027641296
layer_0,p005,0.35,0,14,0.29084905982017517
layer_0,p005,0.35,0,15,0.27439817786216736
layer_0,p006,0.35,0,0,0.7664398550987244
layer_0,p006,0.35,0,1,0.24492056667804718
layer_0,p006,0.35,0,2,0.2022169530391693
layer_0,p006,0.35,0,3,0.2618335485458374
layer_0,p006,0.35,0,4,0.3145397901535034
layer_0,p006,0.35,0,5,0.32233676314353943
layer_0,p006,0.35,0,6,0.3852316439151764
layer_0,p006,0.35,0,7,0.43858078122138977
layer_0,p006,0.35,0,8,0.3899332582950592
layer_0,p006,0.35,0,9,0.396815687417984
layer_0,p006,0.35,0,10,0.30624276399612427
layer_0,p006,0.35,0,11,0.2697348892688751
layer_0,p006,0.35,0,12,0.23860418796539307
layer_0,p006,0.35,0,13,0.21647727489471436
layer_0,p006,0.35,0,14,0.2746107578277588
layer_0,p006,0.35,0,15,0.27367690205574036
layer_0,p007,0.35,0,0,0.7651705741882324
layer_0,p007,0.35,0,1,0.2584293484687805
layer_0,p007,0.35,0,2,0.20732226967811584
layer_0,p007,0.35,0,3,0.2719772160053253
layer_0,p007,0.35,0,4,0.3260643780231476
layer_0,p007,0.35,0,5,0.3337779939174652
layer_0,p007,0.35,0,6,0.3896418511867523
layer_0,p007,0.35,0,7,0.4544050097465515
layer_0,p007,0.35,0,8,0.39393648505210876
layer_0,p007,0.35,0,9,0.3997049033641815
layer_0,p007,0.35,0,10,0.31351205706596375
layer_0,p007,0.35,0,11,0.2815580368041992
layer_0,p007,0.35,0,12,0.25035881996154785
layer_0,p007,0.35,0,13,0.23156698048114777
layer_0,p007,0.35,0,14,0.2928139567375183
layer_0,p007,0.35,0,15,0.27900993824005127
layer_0,p008,0.35,0,0,0.7658699154853821
layer_0,p008,0.35,0,1,0.24144744873046875
layer_0,p008,0.35,0,2,0.20187316834926605
layer_0,p008,0.35,0,3,0.26280921697616577
layer_0,p008,0.35,0,4,0.31824421882629395
layer_0,p008,0.35,0,5,0.3302038013935089
layer_0,p008,0.35,0,6,0.38223934173583984
layer_0,p008,0.35,0,7,0.4416409432888031
layer_0,p008,0.35,0,8,0.3895317316055298
layer_0,p008,0.35,0,9,0.40200215578079224
layer_0,p008,0.35,0,10,0.317493200302124
layer_0,p008,0.35,0,11,0.2755906283855438
layer_0,p008,0.35,0,12,0.24447967112064362
layer_0,p008,0.35,0,13,0.22905077040195465
layer_0,p008,0.35,0,14,0.2822195887565613
layer_0,p008,0.35,0,15,0.27622950077056885
layer_0,p009,0.35,0,0,0.7669104337692261
layer_0,p009,0.35,0,1,0.24139168858528137
layer_0,p009,0.35,0,2,0.2003549486398697
layer_0,p009,0.35,0,3,0.2596293091773987
layer_0,p009,0.35,0,4,0.3174736201763153
layer_0,p009,0.35,0,5,0.33104512095451355
layer_0,p009,0.35,0,6,0.38494640588760376
layer_0,p009,0.35,0,7,0.4431914687156677
layer_0,p009,0.35,0,8,0.3861088454723358
layer_0,p009,0.35,0,9,0.3942415416240692
layer_0,p009,0.35,0,10,0.3111583888530731
layer_0,p009,0.35,0,11,0.26941677927970886
layer_0,p009,0.35,0,12,0.24336034059524536
layer_0,p009,0.35,0,13,0.22554966807365417
layer_0,p009,0.35,0,14,0.28840547800064087
layer_0,p009,0.35,0,15,0.2825086712837219
layer_0,p010,0.35,0,0,0.7639121413230896
layer_0,p010,0.35,0,1,0.24645037949085236
layer_0,p010,0.35,0,2,0.20418806374073029
layer_0,p010,0.35,0,3,0.2634408175945282
layer_0,p010,0.35,0,4,0.31903189420700073
layer_0,p010,0.35,0,5,0.3310858905315399
layer_0,p010,0.35,0,6,0.38720348477363586
layer_0,p010,0.35,0,7,0.4468999207019806
layer_0,p010,0.35,0,8,0.3913830816745758
layer_0,p010,0.35,0,9,0.3969475328922272
layer_0,p010,0.35,0,10,0.3132581412792206
layer_0,p010,0.35,0,11,0.2711869478225708
layer_0,p010,0.35,0,12,0.24896222352981567
layer_0,p010,0.35,0,13,0.22829145193099976
layer_0,p010,0.35,0,14,0.2871674597263336
layer_0,p010,0.35,0,15,0.282861590385437
layer_0,p011,0.35,0,0,0.7650710344314575
layer_0,p011,0.35,0,1,0.23978877067565918
layer_0,p011,0.35,0,2,0.20064055919647217
layer_0,p011,0.35,0,3,0.25716301798820496
layer_0,p011,0.35,0,4,0.3195498287677765
layer_0,p011,0.35,0,5,0.33516332507133484
layer_0,p011,0.35,0,6,0.3857036530971527
layer_0,p011,0.35,0,7,0.443340539932251
layer_0,p011,0.35,0,8,0.38346898555755615
layer_0,p011,0.35,0,9,0.39393511414527893
layer_0,p011,0.35,0,10,0.3112912178039551
layer_0,p011,0.35,0,11,0.26340872049331665
layer_0,p011,0.35,0,12,0.2446986883878708
